id=828024724710182912 ; || ; actores españoles progres , americanos , queman negro gala Oscars . ; || ; 0
id=827973038503239682 ; || ; Madre , cebolla subnormal https : //t.co/EgayBloQRH ; || ; 0
id=827972957486067714 ; || ; primeras ediciones Pokémon ( Azul Rojo ) amor mejores ediciones/juegos segunda generación ( Oro/Plata/C ) ; || ; 0
id=827972879291662336 ; || ; @ Itsmer4quel jodan puto culo subnormal ; || ; 1
id=827972505205891072 ; || ; @ FerraxPLS @ SoyMasacre Juro 14 años puto retrasado cabeza ; || ; 0
id=827972143501737985 ; || ; @ MyTastyCyanide q das comida maricon impresentable ; || ; 1
id=827972060097941506 ; || ; @ Wertyalord1 @ Rlvrlvrlv Vega , facha , . Déjeme paz ; || ; 1
id=827972013989982209 ; || ; ¿Son mismos negros trajo presos 2014 ? # melfest ; || ; 0
id=827971969194799104 ; || ; @ ZeedEdits esperate actualizacion van meter soporta discos duros subnormal ; || ; 0
id=827971968846745602 ; || ; historia terrible . recuadro final ... lichi , culpable muerte cientos niños India https : //t.co/De8TeVO4Jc ; || ; 0
id=827971884411150336 ; || ; da mucha rabia mundo hace 4 años : Justin maricón ponen sorry heteritos baje pista baile ; || ; 0
id=827971870339239936 ; || ; @ Albiol_XG @ govern @ LaVanguardia Payaso . cojones nietos franquismo llamen nazis pretendan dar lecciones . ; || ; 1
id=827971773471801345 ; || ; afeitar cuchilla hecha mierda ahora , vez pelos , bigote tan rojo Lenin . ; || ; 0
id=827971700054712320 ; || ; explicaciones determinados blocks resumen descripción , MONGOLO . ; || ; 0
id=827971466595598337 ; || ; asco señor abad , asco , puta loca pradera # vipdirecto ; || ; 1
id=827971399352467456 ; || ; nunca veo Goya ... Pro moche viendo solo tocar webs fachas . # goya2017 ; || ; 0
id=827971167621365760 ; || ; paletas rojos marrones unicas empiezo entender pues probablemente ; || ; 0
id=827971008359440384 ; || ; -FASCIA +Tejido conectivo -CROMÓFOBO +Esa propiedad tisular -SUBNORMAL +Y proyección vectorial longitud normal X ; || ; 0
id=827971003749978114 ; || ; jodas , buen momento Ian después siglos llega subnormal jode https : //t.co/UhnjrCAefW ; || ; 0
id=827970885017444353 ; || ; https : //t.co/sXbN8v8bGN # 3 : Rotho 2044019 Twist Cubo basura Negro/Rubí Rojo 25 L https : //t.co/VK8t6XfnEj # trabajo # empleo # ofertas ; || ; 0
id=827970442753409024 ; || ; @ xavicht Venga , megatonto facha , vuelva caverna ; || ; 1
id=827970087378415616 ; || ; considero patriota defiendo # BoicotALosGoya titiriteros rojos . Ah ; dos Españas , sólo , GRANDE… ; || ; 1
id=827970079723749377 ; || ; Maravillosa tarde maravillosa vida haciendo subnormal si ser bueno valiese ; || ; 0
id=827969971040960513 ; || ; & gt ; niñato subnormal reviente móvil balonazo , sentado banco balón pinta ; || ; 0
id=827969956880973826 ; || ; puto subnormal entrevista mujeres solo hablarles llevan puesto . ; || ; 1
id=827969857002098688 ; || ; @ Adele_TheGlobe Ahhh ... , tb quieren salvarse si loca cosa va mal ... Mira bien deje lejos ; || ; 0
id=827969816824786944 ; || ; chamán orto vida hicieron chupón cosas raras , tarado mordió parece , hermoso amigo ? ? ; || ; 0
id=827969786009227265 ; || ; @ sacedator ¿Y subnormal quién ? ; || ; 0
id=827969740962422784 ; || ; metido hashtag ver modeleos & amp ; lleno mataos fachas diciendo peña cine millonarios ? ? ; || ; 0
id=827969250178510848 ; || ; día haré hilo Cosas hacen facha , dadme ideas vaya anotando ; || ; 0
id=827969246739181569 ; || ; puedo estribillo canción `` 3 acordes '' hostias daba , solo ligado , mamon . ; || ; 0
id=827969211842560000 ; || ; hacer # BoicotALosGoya `` rojos , putas maricones '' . nazis , respetarlos porque… LIBERTAD . ; || ; 0
id=827969143945170946 ; || ; @ cristobalsoria nazis mataron callaron Biris animan amparan arropan violentos . responsables ; || ; 0
id=827968999610789888 ; || ; @ eccultura : redes sociales mataron mirón Dios manda : Gay Talese Bárbara Lennie . https : //t.co/vJTtntuCMq ; || ; 0
id=827968972159086592 ; || ; '' Cállate gay '' - @ BTFilero , 2017. ; || ; 1
id=827968970573623298 ; || ; @ filmamentwit Fenosa rojos peligrosos ; || ; 0
id=827968843171635201 ; || ; @ Elena_Salamanca rojo espectacular así sólo ridícula https : //t.co/o1nag3r35k ; || ; 0
id=827968770404732932 ; || ; @ JuliusVIII común escuchar `` comentario misógino , maldito subnormal '' ejemplo ; || ; 0
id=827968770350145536 ; || ; @ lavecinarubia guarrilla ganas llamar atención forma desmesurada . ; || ; 1
id=827968622735847425 ; || ; ... vas princesa después 00:00 poquito `` guarrilla '' ? ? ? ? ? ? # goya2017 https : //t.co/RCEH2LO4CG ; || ; 1
id=827968331424608256 ; || ; @ Trinkazo99 @ Providence_Team haces SS payaso , mira puta Diana tarde muerdealmohadas ; || ; 1
id=827968239988781063 ; || ; @ Zelery @ fxmibitch pobre idiota , sabe gay xD ; || ; 0
id=827967951240359936 ; || ; @ bansky___ @ Marta_catalonia cada día recuerdan nazis , clavaditos ; || ; 0
id=827967917828481025 ; || ; @ SergioBlackInk mamón voy 23 descoordinación ? ? ? ; || ; 0
id=827967467934851072 ; || ; @ libertadDobby @ xHBloodPrince Si puesto rojo , color siempre cetrino ... sangre sucia galletas ... vaya vaya vaya ; || ; 0
id=827967189919621121 ; || ; DEFINICION PATRIOTA , VER SI ENTERAN FACHAS VEZ . https : //t.co/qWUuoibHq2 ; || ; 0
id=827967016925556736 ; || ; -Abuelo : quiero ver negros -Yo : ? ? ? ? ? ? ? ? ? ? ; || ; 0
id=827966926047567876 ; || ; Vaya banda monguers , impresionante podemitas . Ahora van meten baboseos navajeos https : //t.co/TdLrhRbhGg ; || ; 1
id=827966876466692098 ; || ; gusta mas cerveza rubia negra , ¿sera español ? ; || ; 0
id=827966497389690883 ; || ; @ AdriRojiblanco3 @ minicarta @ AS_Manolete descienda Atleti facha según agumento , ¿no ? ; || ; 0
id=827966396541894657 ; || ; @ cristobalsoria Alerta Subnormal ! ! ! ! ! ! ! ! cinturon grabandose ; || ; 0
id=827966063732203520 ; || ; @ Gillete_Taurina Menudo subnormal ! ! ! # BoicotGoya2017 ; || ; 1
id=827966022347063301 ; || ; dirán nazis embaucados CIA : https : //t.co/hUEv7thWhi vía @ dw_espanol ; || ; 0
id=827965828041687041 ; || ; , igual importa mierda van vestidas interesa trabajo . Llamarme loca # Goya2017 ; || ; 0
id=827965790083227649 ; || ; sabía podía ser tan subnormal : ; || ; 0
id=827965787549765632 ; || ; @ SuperFalete cuanto acabe peli yanki superhéroe luchando alienígenas zombies pongo criticar cine español . ; || ; 0
id=827965264981524480 ; || ; @ thegetdxwn diva miriam xfabor . Pues gusta primera . negro amarillo quedan . ? ? ? ? ? ? ; || ; 0
id=827965054142312450 ; || ; dejes padre paz facha @ SitaHarley ; || ; 0
id=827965044445048833 ; || ; @ pilar_diz Tuit ganador candidatos Monguer Awards ... ? ? ? ? ; || ; 0
id=827964891348758531 ; || ; Florentino , madridistas fachas montón diciéndole ingenieros , cuerpos seguridad gobiernos locales hacer . ; || ; 1
id=827964785086099456 ; || ; '' gay , mujer '' , bueno sabes ? estái adentro mente acaso ? AHUEONAO CULIAO . TENER PENE HACE HOMBRE . ; || ; 1
id=827964706761670656 ; || ; Franco : amigo Hitler Fraga : Ministro Franco PP : Partido fundado Fraga @ Albiol_XG : Miembro PP nazi . # Schindler ; || ; 0
id=827964479828848642 ; || ; @ freakingpablo JAJAJAJAJJA subnormal verdad ; || ; 0
id=827964266615566338 ; || ; comentarios moda tremendos . `` Vas rojo , arriesgado '' `` Oye vas blanco '' así . # goyas2017 ; || ; 0
id=827964205424844802 ; || ; @ Blukst2ck @ dondraperpicks ¿En Betis negros ? Musonda Donk juraría arios ... ; || ; 0
id=827964084691824642 ; || ; @ Gozyy_workout si igualmente engordas mamón jajaja ; || ; 0
id=827964083492237312 ; || ; Pues menudo pedazo subnormal https : //t.co/rNP72TqSCk ; || ; 1
id=827964050214645760 ; || ; Vaya pintas subnormal https : //t.co/Kx3PF9qlWU ; || ; 1
id=827963592221872132 ; || ; @ Calmwabxs chino negro JAJAAJ ; || ; 0
id=827963404119846913 ; || ; @ NievesGalvez @ PaulusHell @ TraedRuffles siempre sido machista nazi almenos tipo gente siguen ... ; || ; 0
id=827963284087308288 ; || ; @ TeSacoLosOjos cultura mierda cine español ? ? ? ? ? ? ? ? Trabaja facha ! ! ! ! # BoicotaloGoya ; || ; 1
id=827963246267203589 ; || ; punto ridículo momento lanzado cruzar rojo mientras resto espera temeroso pone verde mitad . ; || ; 0
id=827963087667990529 ; || ; nacionalismos intolerantes intransigentes , igual q progres.Consecuencia- & gt ; facha… https : //t.co/nC7FP2USZy ; || ; 0
id=827963046123429888 ; || ; PROYECTO LIBERTAD Niñas India vendidas turistas sexuales aparentar matrimonios https : //t.co/CayAt0vTId ; || ; 0
id=827963000241926144 ; || ; @ NamuleRules mueras aunque negro genial pasan2 ir entierro ; || ; 0
id=827962999466033153 ; || ; @ AntonioMaestre faltó explicar entonces nazis ? ? ? ? ? ? ; || ; 0
id=827962867022495744 ; || ; Acabo apuntar lista cosas hacen facha ver Goya ; || ; 0
id=827962725972246528 ; || ; @ jomesario Mochis culero xD ; || ; 1
id=827962716727943170 ; || ; ¿Eres racista ? ¿Seguro ? https : //t.co/8i3MZWYLiE ; || ; 0
id=827962071945986049 ; || ; @ Zatin subnormal Soria ? Jajajaj , vi . Grande benemérita . ? ? ; || ; 0
id=827961898721300480 ; || ; actor porno gay Colby Keller pidió voto Trump ... aún hoy mantiene decisión . enemigo ca… https : //t.co/CM0J43RU2O ; || ; 0
id=827961897538486276 ; || ; maricón pasión vida hecho relidad ; || ; 0
id=827961637911064577 ; || ; @ maximors63 pierdas tiempo facha . Dedicale éste espacio campaña egocéntrico dictador Pablito Iglesias . ; || ; 1
id=827961563042680832 ; || ; +algún problema ? -sí +cual ? -eres maricón ; || ; 1
id=827961539680403457 ; || ; # Humorasturiano ? ? Trump versión living vida loca Asturias ? ? ? ? ? ? https : //t.co/UEcVsvi6t7 ; || ; 0
id=827961377549643781 ; || ; novio dicho maricón skype ; || ; 0
id=827961345614180352 ; || ; maravilla foto National Geographic . camellos blancos proyectan sombras negras . https : //t.co/9QOKrRTZo3 ; || ; 0
id=827961239829671937 ; || ; @ Fcolopezcabello @ ArwenPlaza facha usted , oiga ; || ; 0
id=827961234091810816 ; || ; @ noefraga99 guarrilla pelorroja pico tressss ; || ; 1
id=827961031146270720 ; || ; Ser chica ser machista incompatible . Ser gay homófobo tampoco . . ; || ; 0
id=827960958731636741 ; || ; lichi , culpable muerte cientos niños India https : //t.co/wkVZeEiIfS vía @ Planeta_Futuro ; || ; 0
id=827960736446050304 ; || ; DERECHONA FRANQUISTA siempre gustado sumisión=Trump https : //t.co/lfbguGOedD ; || ; 1
id=827960555004641280 ; || ; @ CharoTrujillo Condeno siga usando maricon insulto aparte fútbol cosa manda allí sufra ; || ; 0
id=827960512784773121 ; || ; Cuatro asistencias mismo subnormal juego manía ; || ; 0
id=827960509207048192 ; || ; rabian rojos veamos penoso espectaculo . follen suban IVA # BoicotALosGoya https : //t.co/OBfKP0xyJ3 ; || ; 1
id=827960377442988032 ; || ; Tener nuevo libertad significa : PUEDO HACER SUBNORMAL https : //t.co/8XPKqAvEsE ; || ; 0
id=827960371751317505 ; || ; @ LuisCompletamen mira sino imagen damos gitanos , robar , etc joya país mucha mierda + ; || ; 0
id=827960320664727553 ; || ; vez dijeron 'guapa ' calle . marcha atrás . convertido feminazi . ; || ; 0
id=827960162325495808 ; || ; @ MartinPerdriel queremos facha alguien mas fachero sentirnos dios dia ( ? ) ; || ; 0
id=827960069568491520 ; || ; @ n1kocamp Pues solo llorado vez primera vez digo mamon ; || ; 0
id=827959975397949442 ; || ; Hoy candidato Monguer año ; || ; 0
id=827959903297875969 ; || ; @ MacaErba decile hermno , vuelve loca historias . colegas ; || ; 0
id=827959886327775232 ; || ; ¿Los fachas ven gala Goya ? ; || ; 0
id=827959847849189377 ; || ; @ elpildoras tuit condeno maricon considerado insulto ... parte poca compresión lectora debe ser pieza buena , si . ; || ; 0
id=827959494378418183 ; || ; concepto , ¿no ? viene homófobo calle dice `` maricón mierda '' dices `` , afectas '' pop desaparece ; || ; 0
id=827959198994538496 ; || ; @ XxkirtsxX @ Femichochos pack feminazi , luego versión premium + comunista . ; || ; 1
id=827959072158789633 ; || ; quitado mamón xD https : //t.co/MvPiETG9DE ; || ; 0
id=827958661674840072 ; || ; @ LOrlandoVargas facha honor.Viniendo caterva viene.Racista considera Ud. , aunque creo así . ; || ; 0
id=827958524135227392 ; || ; esperando subas , mamón . https : //t.co/cQ5T7RNcE0 ; || ; 0
id=827958492820561921 ; || ; Boris René recuerda típico negro gracioso películas americanas primero morir # melfest ; || ; 0
id=827958049956564992 ; || ; Quiero tener facha Fognini dia . ; || ; 0
id=827958037625331713 ; || ; @ iSergio97 crees ordenado subnormal ? xD poner 0 delante entienda 10 & gt ; 1 ; || ; 0
id=827957940988555265 ; || ; Gordó reunía contratistas 3 % despacho Generalitat https : //t.co/wjRNwKoUCb vía @ elmundoes NAZI ONALISTAS ; || ; 1
id=827957907761291265 ; || ; retrasado pego pared . tramas voy olvidarlas , tontolbote . https : //t.co/MtdsrB4WhO ; || ; 1
id=827957866703286272 ; || ; hermano puede verme viendo chama comienza decirme `` Si lesbiana '' ; || ; 0
id=827957709450387456 ; || ; cigarrito después otorgar pack `` REPORT + BLOCK '' alguien intenta dar lecciones perfil puto nazi . Escoria . ; || ; 1
id=827957642328997889 ; || ; ver creer , si hostia , asi roba partido amigos , blanco negro , jeje : - ) https : //t.co/CPFCd0jBbh ; || ; 0
id=827957630073241600 ; || ; @ Belen_Larios vez derechona casposa cultura quieren incultos topais , ; || ; 1
id=827957601602326528 ; || ; Todas historias comida sabes si gorda loca ; || ; 1
id=827957186403954688 ; || ; chavala subnormal https : //t.co/sJJqOMp1O9 ; || ; 1
id=827956958372184064 ; || ; @ ostinus77 serie negros discográfica , ricos , guapos , hampones además musicón ! Entretenidísima ! ; || ; 0
id=827956606394630145 ; || ; @ JorgeMartinP critico afición , cierto enfermo , facha puede llamar cateto ? ; || ; 1
id=827956572827611136 ; || ; vivo Madrid pueblo , conozco varios casos violaciones amigos mios negros gay… https : //t.co/AwxeApOEtc ; || ; 0
id=827956571841953792 ; || ; @ TraedRuffles oye llamarte facha . ; || ; 0
id=827956567278497798 ; || ; @ Andrealovelimon Ajajajajajajajaajjajaajajajajajaja odio gitana ; || ; 1
id=827956426882564097 ; || ; subnormal , acabo despertar siesta . noche vela . ; || ; 0
id=827956338022051841 ; || ; letras negros mejor aunque wtf ; || ; 0
id=827956284485951488 ; || ; lichi , culpable muerte cientos niños India https : //t.co/AO6fFJa3S0 vía @ Planeta_Futuro ; || ; 0
id=827956209944780803 ; || ; poniendo cortar todas lad pelucas tirón repente mw veo bien maricón https : //t.co/8G7v7tTY7Z ; || ; 0
id=827956185622073344 ; || ; @ ManoloMontalt ideología ser nazi ? forma actuacion politica racista totalitaria . Comunismo liberalismo si ideología RAE ; || ; 0
id=827956178927902720 ; || ; @ MiguelFrigenti defendido siempre , q rias gracias ser tan despreciable discapacitados homofobo , indefendible ; || ; 1
id=827956169079664640 ; || ; @ JLoboPr @ maldinisfc Vente verlo , mamón , cualquier excusa buena emborracharte . ; || ; 0
id=827955943170252800 ; || ; @ eichileos lesbiana problemas vida ? ; || ; 0
id=827955780808802306 ; || ; tarado pasa @ sebtsb # hackmeseb ; || ; 1
id=827955716795273216 ; || ; @ julitopascual Sigue jugando tarado ? ; || ; 0
id=827955284303872004 ; || ; @ guardiacivil @ rubiclavero @ cristobalsoria si esq subnormal ? ? ? ? ? ? ? ? ? ? ; || ; 1
id=827955106834423810 ; || ; Putos rojos mierda subvencionando 40 millones tan innecesario cultura # BoicotAlosGoya https : //t.co/gqBvu7nLlb ; || ; 0
id=827955056381198337 ; || ; Tan nazi sera madre . ; || ; 0
id=827954966342017026 ; || ; . viento rompió cartel dos puntitos negros arriba dos operarios ; ( https : //t.co/R7UeQFdjI3 ; || ; 0
id=827954911849619456 ; || ; visto @ alvaroojeda80 ? ? ? mongolo ? ? ? ? ? ? https : //t.co/hpi2Izttao ; || ; 0
id=827954901263273984 ; || ; @ jerico12b manipulacion sistema . Si llaman facha fascistas baratos cutres ; || ; 1
id=827954874033790977 ; || ; gummy pones subnormal tocacojones ; || ; 1
id=827954775983534081 ; || ; gitanos rumanos , dispuestos construirle Trump muro bueno , bonito barato frontera México . https : //t.co/CNGLST8sxO ; || ; 0
id=827954545036840960 ; || ; Espalda ancha estrecho culo : maricón seguro . ; || ; 1
id=827954396071919616 ; || ; Gilipollas insulto bonito , clasista , homófobo ... decir `` tonto polla '' ; || ; 0
id=827954384306831361 ; || ; @ Gorbendo claro joder además entrena culpo amante homosexual ; || ; 1
id=827954349846446081 ; || ; @ toritoquique @ AlejandroSanz @ pabloalboran Quique , loca leerlo , genial autentico haya.. ! … https : //t.co/AY9EJOF3kd ; || ; 0
id=827954254094671872 ; || ; @ holocaustopiper @ RdaErnesto @ diarioas @ AS_MMartin , sólo tonto ignorante , facha arquetípico . ; || ; 1
id=827954199384227841 ; || ; voy hacer # BoikotalosGoyas viendo gala ? ? ? ? país fachas ! ! ! ; || ; 0
id=827954185333252096 ; || ; facha cabrón , acerques mesa hago cantar Internacional . # joerconlaboda . ; || ; 1
id=827954185316528128 ; || ; vez súper Crush Instagram pidió seguirme insta SUBNORMAL eliminé petición ... . allí acabo amor ? ? ; || ; 0
id=827954106778136576 ; || ; decreto racista Trump incomodado incluso líderes Unión Europea , mismos firmaron acuerdo Turquía ... o_O ; || ; 0
id=827953897843126276 ; || ; subnormal profundo , resumido @ SrAlavesista @ david25129 ; || ; 1
id=827953833649328129 ; || ; @ jarabeoficial sabes q Mal_llamada `` PERRA '' ( =FIEL ) TOP FURCIA Eugenia SILVA jugando APOCALIPSIS..con l ex_marido.. ; || ; 1
id=827953673988894721 ; || ; Hoy subnormal Bayona peli mierda van llevar premios nominados ; || ; 1
id=827953480979644416 ; || ; iba reir GC multe verdad hacer subnormal ( bueno , ) RRSS jajajajaja… https : //t.co/jFgRJuYtrx ; || ; 1
id=827953313022894082 ; || ; voy fútbol disfrutar equipo , gente manda ópera considerar mal llamar maricon al… https : //t.co/6qEHSAA612 ; || ; 0
id=827953185566363648 ; || ; izquierdas Betis , hables derrotas ridículos , cinturón negro . ; || ; 0
id=827953056960626689 ; || ; @ cristobalsoria deja droga subnormal k fatal ! ponte cinturón ver si vas dar golpe vas kdar peor k ; || ; 1
id=827952875066257412 ; || ; @ cunadometro pruebas holocausto , menudo tarado @ Celtibero_ , auschwitz sólo pequeña prueba estúpido ; || ; 1
id=827952842778562560 ; || ; @ Belenjicar1003 puede ser gente tan subnormal . ; || ; 0
id=827952824956895233 ; || ; @ Piolinna ? ? ? ? ? Nacionalistas , fachas ? ? ? ? ; || ; 0
id=827952781294202881 ; || ; @ granada_paco cara subnormal ... ... ... .patada tal ... .. ; || ; 1
id=827952744384360456 ; || ; @ agarzon payaso puta idea Ucrania . ¿ @ ArnaldoOtegi neonazi ? ; || ; 1
id=827952738902429701 ; || ; @ jordiabogado @ JoseantonioJun @ PSOE debes ser facha costalero PPodrido . ; || ; 1
id=827952624150405122 ; || ; conversación ahí aún sabiendo va responder , tiro marica ilusa . ; || ; 0
id=827952544085327872 ; || ; Ay calla maricón empieza 15 min ? ? yaaaassssssss voy llegar tiempo # Melodifestivalen ; || ; 0
id=827952469548335104 ; || ; @ todobetis07 nazis gobierno legítimo , occidente financió apoyó nazi Maidan interés @ TuitAndRoll @ plataformaADRV ; || ; 0
id=827952379408556032 ; || ; idea poner teclado i junto ? pongo puto negro referirme amigo acabo poniendo pito negro ; || ; 0
id=827952349876457474 ; || ; @ Alberto_Podemos @ disfrazad0 @ LaRetuerka , fachas suena mejor.Porque nazis vosotros , pese queráis quitar muerto ; || ; 1
id=827952302807982080 ; || ; Continuamos Sábados Negros Traficantes Sueños . próximo encuentro sábado 11 febrero 2017. ; || ; 0
id=827952081919209472 ; || ; contenta sector nacionalista menos `` facha '' creía gente inteligente veía cosas ... ; || ; 0
id=827952035324653573 ; || ; lluvia vientos 100km/h ¿por subís monguers madridistas repararlo ? https : //t.co/lPSV11vMJj ; || ; 0
id=827952026231373827 ; || ; Verde cielo , azul platano , rojo cespez ... ¿Eres ... — piedra trajeada surcando rojas praderas , ma ... https : //t.co/0QqFQrxDWP ; || ; 0
id=827951981138411522 ; || ; 2013 , sirve igual . añado 6ª mentira : `` cine español va travelos Guerra Civil . '' nomi… https : //t.co/AqDFqxNgQt ; || ; 0
id=827951911957590017 ; || ; partido suplentes mas descansado rival ... si ponen mas adelante fachas comprimid… https : //t.co/Mx7rBgK280 ; || ; 0
id=827951909856223232 ; || ; perdido par horas discutiendo parodia persona desesperada . subnormal película , ganan OSCAR . ; || ; 0
id=827951859583311872 ; || ; enamorado , sudaca Twitter , probablemente fin semana herpes dejaré entrar vez candado . ; || ; 0
id=827951841996636162 ; || ; '' cabrón moro rico '' . ; || ; 1
id=827951741090009088 ; || ; primer # fanzine # brujas & amp ; bujarras # talleres # orbitadiversa @ Espacio Fundación Telefónica Madrid https : //t.co/4q7eAoB3m9 ; || ; 0
id=827951710991679490 ; || ; mierda . Cada vez salto par veces semáforo rojo Yo-Kai , ataca Sacoco parte 3 ; || ; 0
id=827951683762257921 ; || ; Calla grillo marico . https : //t.co/4iwJiq5p7b ; || ; 1
id=827951227812065281 ; || ; @ cazatrepas @ _ju1_ mongolo , subnormal metes aprueba unas opos , seguramente , aprobado . pack completo . ; || ; 1
id=827951072274702336 ; || ; fachas 'país ' cine español digno estudio , serio . # BoicotALosGoya , dicen . Cada año superan ridículos ; || ; 1
id=827950762147864577 ; || ; @ anagoo36 feminazi sé , transfeminazi si jajaja ; || ; 1
id=827950698105028609 ; || ; @ juanma_rguez campo obras , obra termime 2 dias subnormal ; || ; 1
id=827950686797197315 ; || ; jugué # LifeIsStrange nadie supiera protagonistas bolleras hiciera moderno https : //t.co/yC9BBzlJGB ; || ; 0
id=827950578433196032 ; || ; «No acuerdo reclutar gente asesinar masa gays , negras comunistas , daré vida derecho hacerlo» ; || ; 1
id=827950319640391680 ; || ; Puta loca ! ! ! llama agresión , asco persona . https : //t.co/WX2z6F7uXr ; || ; 1
id=827950193412825088 ; || ; @ fertejerom artista , haces arte homosexual nadie importa ... ..Aquí viva # BoicotALosGoya ; || ; 0
id=827950029084164096 ; || ; lichi , culpable muerte cientos niños India https : //t.co/tTwyUTAeyP nom cantante Cabra Mecánica ? ? ? ; || ; 0
id=827949850297778176 ; || ; Rodas , aparte ser malísimo , tío subnormal nunca . ; || ; 1
id=827949711701188609 ; || ; @ raskal96 @ _ju1_ `` nazi , apoya bando nacionalista Ucrania '' . nazis , nacionalistas alemanes derechas ; || ; 0
id=827949670878085120 ; || ; subnormal sigo https : //t.co/QFBHtBRt60 ; || ; 1
id=827949580327219200 ; || ; ? VAMOS PINTAR CARRO NINGÚN FAROL SI VOTAS CIUDADANOS MAMÓN ? https : //t.co/0rQx4YuASB ; || ; 1
id=827949572454510592 ; || ; meterse feminazi . https : //t.co/QjYUPgslZ0 ; || ; 1
id=827949460114247681 ; || ; @ ElChirincirco vaya subnormal , vaya arreglarlo . sueldo tito Floren llega . ; || ; 1
id=827949455752253440 ; || ; . . . busco buen mozo tierras , preocupes ( ? ) . -Es mongolo.- ; || ; 0
id=827949444385632256 ; || ; @ yermaster16 @ paguitascorp ¿Etiqueta puesta tres periodistas ? Claro , claro . nazi mierda : https : //t.co/G2N5lbnOer ; || ; 1
id=827949438752653312 ; || ; @ macdelamo @ HiginiaRoig encanta algún tarado dirige . espectaculares . pixar riure decimos aquí . ? ? ? ? ; || ; 0
id=827949370012229634 ; || ; @ agarzon políticos , acusando neonazi tener idea vamos bien . Menos mal meramente anecdóticos . ; || ; 1
id=827948935822065664 ; || ; @ GatoHitleriano Pa ' coño maricón ; || ; 1
id=827948610969096192 ; || ; @ Lornian Guay entonces , sabes aquí reinona ; || ; 0
id=827948493637615620 ; || ; @ Espartana88_ @ A__Gataa ? ? ? ? ? ? anda coño pone mongolo ? ? https : //t.co/tNaBpvlfsH ; || ; 0
id=827948197368721409 ; || ; Sale cancha equipo amores , volverá ganar , ROJO BLANCO colores ? ? Cita tuit ali… https : //t.co/jN2DMOp1d9 ; || ; 0
id=827948094067191808 ; || ; Pues puta loca va ahí chillando . ; || ; 1
id=827947908305666048 ; || ; Niñas India vendidas turistas sexuales aparentar matrimonios https : //t.co/gL8EvNFThf vía @ CNNEE ; || ; 0
id=827947794312867840 ; || ; @ EITurco_ cree guardiola subnormal ; || ; 0
id=827947777669943297 ; || ; @ juanma_rguez Pues vete Vigo subnormal mierda iba tener calle 24 horas ; || ; 1
id=827947742043525120 ; || ; puta madre subnormal https : //t.co/0wIkJCr8WL ; || ; 1
id=827947690617085953 ; || ; @ VelasquezMateo @ MrJaimeC puto negro solo quieres ruina , sé reyna ruyna ; || ; 1
id=827947325234544641 ; || ; Mmmm ... quizás parte trans posible , si homosexual bisexual , puedes ser asexual . todo… https : //t.co/EuJHjOZckh ; || ; 0
id=827947314325155841 ; || ; @ javiatm1903 entonces jodido borracho ? ? Dios cria ... . pena ! ! PUTA ATLETI ! ! iNDIOS ! ! ! ; || ; 1
id=827947254430519296 ; || ; @ JLSanchez78 arréglalo cuernos , mamón ; || ; 1
id=827947083785240576 ; || ; @ AngelesRendn1 rojos , gilipollas.. ; || ; 0
id=827947071319719938 ; || ; @ MrJaimeC @ JuanLuisafdsagd mejor gilipollas . queremos ver negro maquillado ; || ; 0
id=827946828993789957 ; || ; Necesito héroes verdes decentes , muchísimos rojos *salen 5 gemas rojas* VETE MIERDAAAAAAAAAAAAA ; || ; 0
id=827946789185675264 ; || ; Si quieres des asco , habla idioma entienda delante , puto moro mierda ... : ) ; || ; 1
id=827946677441015809 ; || ; ser puto retrasado insultar gallegos esto.Menuda pandilla imbéciles . ; || ; 1
id=827946555776892930 ; || ; resumen : si apoyas dinero ETA etarra . Si apoyas dinero grupos nazis , nazi . ; || ; 0
id=827946312456949761 ; || ; @ Alex_Amelie Voy pasar bullying añadido constantemente ? ? si , sé pesado , gustan . Si rarito . ; || ; 0
id=827946121511202817 ; || ; -¡Baila bajo lluvia ! -No apetece . puta loca . ; || ; 0
id=827946114552823809 ; || ; @ ladypalo ¿son nazis usen propaganda datos `` cuestionables '' incitar odio ? ; || ; 0
id=827945599756537857 ; || ; subnormal trato favor ? ? ? https : //t.co/S3mEqsvKLp ; || ; 0
id=827945516294086657 ; || ; gente acumula mierda armario acumulo vaqueros negros ? ? ; || ; 0
id=827945011526381568 ; || ; @ ayquemal Nombre facha ; || ; 0
id=827944843125149696 ; || ; retrasado mierda @ juanma_rguez sabe inclemencias meteorológicas pueden controlarse ; || ; 1
id=827944809658740736 ; || ; Puto viento verdad , si pelos loca pues viento remata ; || ; 0
id=827944646886227970 ; || ; @ _kira_turner subnormal 7 ; || ; 0
id=827944569887145986 ; || ; fumara gente ser asi SUBNORMAL ... ? ? https : //t.co/Ocdbs2tVu6 ; || ; 0
id=827944269486845953 ; || ; sé sulfuráis toda propaganda jauría facha misma consistencia verdad analfabetos # BoicotAlosGoya ; || ; 1
id=827944179401707521 ; || ; @ heyazorin espectacular , colores vivos fotos . pillado negra arrepiento : / ; || ; 0
id=827944058576322561 ; || ; Putas gitanas cantando muertos ; || ; 1
id=827943767093161984 ; || ; sé quién perdido : Emre Can jugando interior Donald Trump mes Historia Negra ; || ; 0
